timestamp,src_ip,dst_ip,dst_port,protocol,flag,tipo_ataque,src_ip_int,dst_ip_int,protocol_encoded,flag_encoded,tipo_ataque_encoded,hour
2025-05-05 10:18:25,183.125.125.4,192.168.251.38,1267,UDP,,Port Scan,3078454532,3232299814,1,5,2,10
2025-05-05 10:18:26,190.189.161.226,192.168.126.210,56169,UDP,,Normal,3200098786,3232267986,1,5,1,10
2025-05-05 10:18:27,252.86.180.157,192.168.10.208,8035,TCP,F,Normal,4233540765,3232238288,0,1,1,10
2025-05-05 10:18:28,192.168.121.170,192.168.125.167,35464,TCP,A,Port Scan,3232266666,3232267687,0,0,2,10
2025-05-05 10:18:29,192.168.214.147,192.168.61.55,45512,TCP,P,Port Scan,3232290451,3232251191,0,2,2,10
2025-05-05 10:18:30,192.168.229.80,192.168.164.171,48246,TCP,F,Normal,3232294224,3232277675,0,1,1,10
2025-05-05 10:18:31,192.168.108.205,192.168.135.27,19656,UDP,,Normal,3232263373,3232270107,1,5,1,10
2025-05-05 10:18:32,192.168.26.29,192.168.142.195,33367,TCP,R,DDoS,3232242205,3232272067,0,3,0,10
2025-05-05 10:18:33,192.168.165.191,192.168.188.202,59135,UDP,,DDoS,3232277951,3232283850,1,5,0,10
2025-05-05 10:18:34,160.220.109.165,192.168.154.58,20229,TCP,F,DDoS,2698800549,3232275002,0,1,0,10
2025-05-05 10:18:35,88.234.20.164,192.168.214.238,35468,UDP,,SYN Flood,1491735716,3232290542,1,5,3,10
2025-05-05 10:18:36,192.168.185.47,192.168.159.236,36713,TCP,A,Normal,3232282927,3232276460,0,0,1,10
2025-05-05 10:18:37,134.197.196.179,192.168.132.8,37084,UDP,,DDoS,2261107891,3232269320,1,5,0,10
2025-05-05 10:18:38,192.168.38.111,192.168.77.102,58758,UDP,,Normal,3232245359,3232255334,1,5,1,10
2025-05-05 10:18:39,192.168.146.86,192.168.131.63,56622,TCP,A,Port Scan,3232272982,3232269119,0,0,2,10
2025-05-05 10:18:40,122.137.193.118,192.168.60.135,40034,TCP,F,Normal,2055848310,3232251015,0,1,1,10
2025-05-05 10:18:41,173.160.145.74,192.168.23.24,6910,UDP,,Normal,2912981322,3232241432,1,5,1,10
2025-05-05 10:18:42,192.168.156.65,192.168.42.38,21953,UDP,,Normal,3232275521,3232246310,1,5,1,10
2025-05-05 10:18:43,202.182.193.11,192.168.75.225,30251,TCP,P,Normal,3400974603,3232254945,0,2,1,10
2025-05-05 10:18:44,119.250.100.188,192.168.156.20,25007,UDP,,Normal,2012898492,3232275476,1,5,1,10
2025-05-05 10:18:45,192.168.8.224,192.168.184.243,26101,TCP,F,Normal,3232237792,3232282867,0,1,1,10
2025-05-05 10:18:46,192.168.131.100,192.168.123.185,25051,TCP,A,Normal,3232269156,3232267193,0,0,1,10
2025-05-05 10:18:47,210.159.111.1,192.168.253.101,57193,UDP,,Normal,3533664001,3232300389,1,5,1,10
2025-05-05 10:18:48,64.102.137.2,192.168.56.23,60594,TCP,S,Normal,1080461570,3232249879,0,4,1,10
2025-05-05 10:18:49,192.168.100.199,192.168.148.27,58502,UDP,,Normal,3232261319,3232273435,1,5,1,10
2025-05-05 10:18:50,192.168.239.196,192.168.205.75,7699,TCP,F,Port Scan,3232296900,3232288075,0,1,2,10
2025-05-05 10:18:51,66.90.150.23,192.168.239.254,39706,TCP,A,DDoS,1113232919,3232296958,0,0,0,10
2025-05-05 10:18:52,192.168.80.52,192.168.47.21,41311,UDP,,Normal,3232256052,3232247573,1,5,1,10
2025-05-05 10:18:53,192.168.207.113,192.168.129.156,58574,UDP,,DDoS,3232288625,3232268700,1,5,0,10
2025-05-05 10:18:54,203.221.155.115,192.168.99.247,55966,UDP,,Normal,3420298099,3232261111,1,5,1,10
2025-05-05 10:18:55,225.215.114.83,192.168.29.23,18068,UDP,,Normal,3788993107,3232242967,1,5,1,10
2025-05-05 10:18:56,192.168.158.248,192.168.241.170,16366,TCP,P,Normal,3232276216,3232297386,0,2,1,10
2025-05-05 10:18:57,101.77.131.51,192.168.91.148,10371,UDP,,DDoS,1699578675,3232258964,1,5,0,10
2025-05-05 10:18:58,192.168.211.61,192.168.0.216,5507,TCP,P,Normal,3232289597,3232235736,0,2,1,10
2025-05-05 10:18:59,192.168.213.187,192.168.180.146,54744,TCP,P,DDoS,3232290235,3232281746,0,2,0,10
2025-05-05 10:19:00,192.168.143.54,192.168.129.108,24785,TCP,P,Normal,3232272182,3232268652,0,2,1,10
2025-05-05 10:19:01,109.21.226.181,192.168.248.250,36591,UDP,,Normal,1830150837,3232299258,1,5,1,10
2025-05-05 10:19:02,51.123.153.120,192.168.31.18,7298,UDP,,Normal,863738232,3232243474,1,5,1,10
2025-05-05 10:19:03,192.168.169.146,192.168.1.18,27498,UDP,,Normal,3232278930,3232235794,1,5,1,10
2025-05-05 10:19:04,192.168.55.132,192.168.2.76,56965,UDP,,Port Scan,3232249732,3232236108,1,5,2,10
2025-05-05 10:19:05,192.168.10.144,192.168.91.42,40645,TCP,F,Normal,3232238224,3232258858,0,1,1,10
2025-05-05 10:19:06,192.168.166.108,192.168.46.5,11794,UDP,,DDoS,3232278124,3232247301,1,5,0,10
2025-05-05 10:19:07,192.168.185.41,192.168.179.113,28400,TCP,A,Normal,3232282921,3232281457,0,0,1,10
2025-05-05 10:19:08,227.192.254.147,192.168.179.2,1373,UDP,,Normal,3821076115,3232281346,1,5,1,10
2025-05-05 10:19:09,192.168.65.119,192.168.86.239,56141,UDP,,Normal,3232252279,3232257775,1,5,1,10
2025-05-05 10:19:10,192.168.67.75,192.168.241.161,62284,TCP,A,Normal,3232252747,3232297377,0,0,1,10
2025-05-05 10:19:11,192.168.28.242,192.168.31.222,16728,TCP,F,SYN Flood,3232242930,3232243678,0,1,3,10
2025-05-05 10:19:12,134.150.235.119,192.168.111.80,14609,TCP,P,Normal,2258037623,3232264016,0,2,1,10
2025-05-05 10:19:13,192.168.236.7,192.168.164.196,53201,TCP,F,DDoS,3232295943,3232277700,0,1,0,10
2025-05-05 10:19:14,253.186.105.232,192.168.122.213,50825,UDP,,Normal,4256852456,3232266965,1,5,1,10
2025-05-05 10:19:15,192.168.7.200,192.168.85.6,51318,TCP,A,SYN Flood,3232237512,3232257286,0,0,3,10
2025-05-05 10:19:16,197.132.216.98,192.168.253.77,57615,TCP,S,Normal,3313817698,3232300365,0,4,1,10
2025-05-05 10:19:17,192.168.58.160,192.168.97.236,62541,TCP,S,Normal,3232250528,3232260588,0,4,1,10
2025-05-05 10:19:18,192.168.59.71,192.168.235.58,10019,TCP,A,Port Scan,3232250695,3232295738,0,0,2,10
2025-05-05 10:19:19,94.216.177.204,192.168.188.145,1469,TCP,A,Normal,1591259596,3232283793,0,0,1,10
2025-05-05 10:19:20,192.168.249.60,192.168.18.101,60872,TCP,F,Port Scan,3232299324,3232240229,0,1,2,10
2025-05-05 10:19:21,192.168.200.186,192.168.241.59,1534,TCP,F,Normal,3232286906,3232297275,0,1,1,10
2025-05-05 10:19:22,222.61.45.137,192.168.163.138,5808,TCP,R,SYN Flood,3728551305,3232277386,0,3,3,10
2025-05-05 10:19:23,182.107.150.251,192.168.49.107,9391,UDP,,Normal,3060504315,3232248171,1,5,1,10
2025-05-05 10:19:24,192.168.186.162,192.168.15.243,25621,UDP,,Normal,3232283298,3232239603,1,5,1,10
2025-05-05 10:19:25,147.98.172.219,192.168.141.196,26793,UDP,,Normal,2472717531,3232271812,1,5,1,10
2025-05-05 10:19:26,192.168.121.95,192.168.186.55,1009,UDP,,Normal,3232266591,3232283191,1,5,1,10
2025-05-05 10:19:27,54.104.103.206,192.168.19.176,34716,TCP,S,Normal,912811982,3232240560,0,4,1,10
2025-05-05 10:19:28,192.168.240.142,192.168.180.13,13445,UDP,,Normal,3232297102,3232281613,1,5,1,10
2025-05-05 10:19:29,175.140.200.123,192.168.201.89,4940,TCP,P,Normal,2945239163,3232287065,0,2,1,10
2025-05-05 10:19:30,8.246.153.237,192.168.200.203,55491,UDP,,Normal,150378989,3232286923,1,5,1,10
2025-05-05 10:19:31,104.26.68.13,192.168.251.85,8516,UDP,,Normal,1746551821,3232299861,1,5,1,10
2025-05-05 10:19:32,192.168.199.161,192.168.182.166,46970,TCP,P,SYN Flood,3232286625,3232282278,0,2,3,10
2025-05-05 10:19:33,192.168.88.41,192.168.45.51,51278,TCP,F,Normal,3232258089,3232247091,0,1,1,10
2025-05-05 10:19:34,192.168.84.251,192.168.92.55,15345,TCP,S,DDoS,3232257275,3232259127,0,4,0,10
2025-05-05 10:19:35,192.168.34.24,192.168.136.244,57473,TCP,P,Normal,3232244248,3232270580,0,2,1,10
2025-05-05 10:19:36,192.168.204.54,192.168.112.242,42055,UDP,,Normal,3232287798,3232264434,1,5,1,10
2025-05-05 10:19:37,179.150.149.203,192.168.19.39,5663,UDP,,Normal,3012990411,3232240423,1,5,1,10
2025-05-05 10:19:38,214.234.1.158,192.168.210.46,64705,UDP,,Normal,3605660062,3232289326,1,5,1,10
2025-05-05 10:19:39,192.168.29.109,192.168.200.162,17685,TCP,A,Port Scan,3232243053,3232286882,0,0,2,10
2025-05-05 10:19:40,74.253.176.186,192.168.142.246,23328,TCP,P,Normal,1258139834,3232272118,0,2,1,10
2025-05-05 10:19:41,192.168.254.89,192.168.165.149,821,UDP,,Normal,3232300633,3232277909,1,5,1,10
2025-05-05 10:19:42,72.20.93.98,192.168.244.136,19405,UDP,,SYN Flood,1209294178,3232298120,1,5,3,10
2025-05-05 10:19:43,192.168.110.209,192.168.213.77,52636,TCP,S,Normal,3232263889,3232290125,0,4,1,10
2025-05-05 10:19:44,192.168.23.60,192.168.78.184,58718,UDP,,Port Scan,3232241468,3232255672,1,5,2,10
2025-05-05 10:19:45,192.168.133.134,192.168.240.201,53174,UDP,,Normal,3232269702,3232297161,1,5,1,10
2025-05-05 10:19:46,105.162.58.49,192.168.180.59,35844,UDP,,Normal,1772239409,3232281659,1,5,1,10
2025-05-05 10:19:47,192.168.125.80,192.168.153.161,18261,UDP,,Normal,3232267600,3232274849,1,5,1,10
2025-05-05 10:19:48,221.35.213.190,192.168.154.138,36348,UDP,,Port Scan,3710113214,3232275082,1,5,2,10
2025-05-05 10:19:49,192.168.148.148,192.168.230.154,36272,TCP,R,Normal,3232273556,3232294554,0,3,1,10
2025-05-05 10:19:50,1.2.67.34,192.168.60.200,9880,UDP,,Normal,16925474,3232251080,1,5,1,10
2025-05-05 10:19:51,192.168.67.130,192.168.249.215,52451,UDP,,SYN Flood,3232252802,3232299479,1,5,3,10
2025-05-05 10:19:52,192.168.206.53,192.168.18.215,3272,TCP,R,Normal,3232288309,3232240343,0,3,1,10
2025-05-05 10:19:53,50.168.230.55,192.168.27.100,52396,UDP,,Normal,849929783,3232242532,1,5,1,10
2025-05-05 10:19:54,153.43.116.39,192.168.30.183,43199,TCP,F,Port Scan,2569761831,3232243383,0,1,2,10
2025-05-05 10:19:55,242.61.109.188,192.168.206.1,42141,UDP,,Normal,4064112060,3232288257,1,5,1,10
2025-05-05 10:19:56,240.157.63.186,192.168.43.74,46781,TCP,S,SYN Flood,4036837306,3232246602,0,4,3,10
2025-05-05 10:19:57,164.70.227.133,192.168.162.130,63965,TCP,S,DDoS,2756109189,3232277122,0,4,0,10
2025-05-05 10:19:58,192.168.141.223,192.168.26.225,63930,TCP,R,Normal,3232271839,3232242401,0,3,1,10
2025-05-05 10:19:59,192.168.208.180,192.168.47.237,26387,UDP,,Port Scan,3232288948,3232247789,1,5,2,10
2025-05-05 10:20:00,192.168.116.138,192.168.238.77,65367,TCP,F,Normal,3232265354,3232296525,0,1,1,10
2025-05-05 10:20:01,192.168.83.241,192.168.32.186,52287,UDP,,DDoS,3232257009,3232243898,1,5,0,10
2025-05-05 10:20:02,25.125.46.146,192.168.8.34,39123,UDP,,Normal,427634322,3232237602,1,5,1,10
2025-05-05 10:20:03,74.186.210.155,192.168.48.48,18758,UDP,,Normal,1253757595,3232247856,1,5,1,10
2025-05-05 10:20:04,43.154.104.225,192.168.58.97,20933,UDP,,Normal,731539681,3232250465,1,5,1,10
2025-05-05 10:20:05,243.225.100.209,192.168.147.12,54145,TCP,P,Port Scan,4091634897,3232273164,0,2,2,10
2025-05-05 10:20:06,235.141.202.95,192.168.150.253,2277,TCP,R,Normal,3951938143,3232274173,0,3,1,10
2025-05-05 10:20:07,192.168.16.9,192.168.42.152,51505,UDP,,Normal,3232239625,3232246424,1,5,1,10
2025-05-05 10:20:08,89.167.31.3,192.168.208.251,61836,TCP,A,Normal,1504124675,3232289019,0,0,1,10
2025-05-05 10:20:09,192.168.249.221,192.168.79.41,50492,UDP,,Normal,3232299485,3232255785,1,5,1,10
2025-05-05 10:20:10,60.55.116.204,192.168.107.131,60777,UDP,,DDoS,1010267340,3232263043,1,5,0,10
2025-05-05 10:20:11,192.168.134.187,192.168.243.74,5274,UDP,,DDoS,3232270011,3232297802,1,5,0,10
2025-05-05 10:20:12,192.168.50.166,192.168.6.26,21905,TCP,R,Normal,3232248486,3232237082,0,3,1,10
2025-05-05 10:20:13,192.168.72.214,192.168.43.46,48968,UDP,,SYN Flood,3232254166,3232246574,1,5,3,10
2025-05-05 10:20:14,63.252.106.246,192.168.33.65,18392,UDP,,SYN Flood,1073507062,3232244033,1,5,3,10
2025-05-05 10:20:15,75.224.245.140,192.168.33.205,57813,TCP,R,Normal,1273034124,3232244173,0,3,1,10
2025-05-05 10:20:16,125.63.249.44,192.168.9.169,48757,UDP,,DDoS,2101344556,3232237993,1,5,0,10
2025-05-05 10:20:17,192.168.161.154,192.168.254.231,3122,TCP,F,Normal,3232276890,3232300775,0,1,1,10
2025-05-05 10:20:18,183.74.198.124,192.168.207.102,48871,UDP,,Normal,3075131004,3232288614,1,5,1,10
2025-05-05 10:20:19,130.140.213.183,192.168.202.119,28651,TCP,A,SYN Flood,2190267831,3232287351,0,0,3,10
2025-05-05 10:20:20,157.208.10.242,192.168.84.185,31475,UDP,,Normal,2647657202,3232257209,1,5,1,10
2025-05-05 10:20:21,171.186.203.173,192.168.1.46,624,UDP,,SYN Flood,2881145773,3232235822,1,5,3,10
2025-05-05 10:20:22,173.72.57.9,192.168.201.182,58102,UDP,,Normal,2907191561,3232287158,1,5,1,10
2025-05-05 10:20:23,95.127.199.31,192.168.43.64,30559,TCP,R,Port Scan,1602209567,3232246592,0,3,2,10
2025-05-05 10:20:24,192.168.22.122,192.168.11.37,24680,UDP,,DDoS,3232241274,3232238373,1,5,0,10
2025-05-05 10:20:25,60.212.159.186,192.168.252.46,18492,UDP,,Port Scan,1020567482,3232300078,1,5,2,10
2025-05-05 10:20:26,61.129.130.233,192.168.174.207,15099,UDP,,Port Scan,1031897833,3232280271,1,5,2,10
2025-05-05 10:20:27,192.168.118.110,192.168.194.117,17439,TCP,R,Normal,3232265838,3232285301,0,3,1,10
2025-05-05 10:20:28,192.168.106.195,192.168.223.30,7521,TCP,A,Normal,3232262851,3232292638,0,0,1,10
2025-05-05 10:20:29,192.168.211.40,192.168.86.178,32506,UDP,,Normal,3232289576,3232257714,1,5,1,10
2025-05-05 10:20:30,192.168.181.158,192.168.75.103,1775,TCP,R,Normal,3232282014,3232254823,0,3,1,10
2025-05-05 10:20:31,192.168.69.124,192.168.175.176,3938,TCP,A,Normal,3232253308,3232280496,0,0,1,10
2025-05-05 10:20:32,192.168.154.81,192.168.189.55,605,UDP,,Normal,3232275025,3232283959,1,5,1,10
2025-05-05 10:20:33,192.168.202.136,192.168.83.148,56884,UDP,,Normal,3232287368,3232256916,1,5,1,10
2025-05-05 10:20:34,192.168.25.3,192.168.79.73,3769,UDP,,Normal,3232241923,3232255817,1,5,1,10
2025-05-05 10:20:35,210.129.185.127,192.168.146.59,46521,TCP,F,Normal,3531716991,3232272955,0,1,1,10
2025-05-05 10:20:36,192.168.220.237,192.168.43.47,52413,UDP,,Normal,3232292077,3232246575,1,5,1,10
2025-05-05 10:20:37,192.168.118.55,192.168.70.130,62542,TCP,A,Normal,3232265783,3232253570,0,0,1,10
2025-05-05 10:20:38,151.105.185.160,192.168.15.168,28858,TCP,A,Port Scan,2540288416,3232239528,0,0,2,10
2025-05-05 10:20:39,160.117.67.178,192.168.32.202,812,UDP,,SYN Flood,2692039602,3232243914,1,5,3,10
2025-05-05 10:20:40,243.4.128.28,192.168.255.215,44697,UDP,,Normal,4077158428,3232301015,1,5,1,10
2025-05-05 10:20:41,192.168.241.2,192.168.61.215,45218,TCP,F,SYN Flood,3232297218,3232251351,0,1,3,10
2025-05-05 10:20:42,158.15.149.33,192.168.131.63,12692,TCP,P,Normal,2651821345,3232269119,0,2,1,10
2025-05-05 10:20:43,151.199.20.86,192.168.43.36,22247,TCP,P,SYN Flood,2546406486,3232246564,0,2,3,10
2025-05-05 10:20:44,192.168.233.43,192.168.201.109,58353,UDP,,DDoS,3232295211,3232287085,1,5,0,10
2025-05-05 10:20:45,192.168.37.80,192.168.158.34,1784,UDP,,SYN Flood,3232245072,3232276002,1,5,3,10
2025-05-05 10:20:46,192.168.91.127,192.168.79.186,47518,TCP,R,Port Scan,3232258943,3232255930,0,3,2,10
2025-05-05 10:20:47,213.102.171.239,192.168.177.36,47585,TCP,F,Normal,3580275695,3232280868,0,1,1,10
2025-05-05 10:20:48,192.168.206.110,192.168.165.83,14785,UDP,,Port Scan,3232288366,3232277843,1,5,2,10
2025-05-05 10:20:49,249.163.154.18,192.168.131.79,14143,TCP,F,SYN Flood,4188248594,3232269135,0,1,3,10
2025-05-05 10:20:50,192.168.234.87,192.168.34.209,33512,UDP,,Normal,3232295511,3232244433,1,5,1,10
2025-05-05 10:20:51,209.170.35.16,192.168.189.186,50191,TCP,A,SYN Flood,3517588240,3232284090,0,0,3,10
2025-05-05 10:20:52,192.168.94.4,192.168.181.142,33111,UDP,,Normal,3232259588,3232281998,1,5,1,10
2025-05-05 10:20:53,192.168.214.99,192.168.11.51,42798,UDP,,Normal,3232290403,3232238387,1,5,1,10
2025-05-05 10:20:54,43.211.62.53,192.168.158.69,57233,TCP,P,Port Scan,735264309,3232276037,0,2,2,10
2025-05-05 10:20:55,192.168.102.95,192.168.31.12,23815,TCP,S,Port Scan,3232261727,3232243468,0,4,2,10
2025-05-05 10:20:56,231.12.195.183,192.168.102.131,5734,UDP,,Normal,3876373431,3232261763,1,5,1,10
2025-05-05 10:20:57,192.168.218.45,192.168.81.4,49495,UDP,,Port Scan,3232291373,3232256260,1,5,2,10
2025-05-05 10:20:58,220.44.129.25,192.168.132.141,7231,UDP,,Normal,3693904153,3232269453,1,5,1,10
2025-05-05 10:20:59,206.21.195.206,192.168.7.201,15846,TCP,R,DDoS,3457532878,3232237513,0,3,0,10
2025-05-05 10:21:00,26.161.105.211,192.168.237.170,50671,UDP,,DDoS,446786003,3232296362,1,5,0,10
2025-05-05 10:21:01,192.168.185.150,192.168.113.59,59761,UDP,,Normal,3232283030,3232264507,1,5,1,10
2025-05-05 10:21:02,192.168.192.136,192.168.81.195,50780,TCP,F,Port Scan,3232284808,3232256451,0,1,2,10
2025-05-05 10:21:03,183.243.209.238,192.168.204.73,22230,TCP,P,Normal,3086209518,3232287817,0,2,1,10
2025-05-05 10:21:04,250.171.32.203,192.168.240.79,50605,TCP,R,SYN Flood,4205519051,3232297039,0,3,3,10
2025-05-05 10:21:05,176.45.234.106,192.168.245.5,4626,TCP,P,Normal,2955799146,3232298245,0,2,1,10
2025-05-05 10:21:06,12.140.149.149,192.168.122.129,46260,UDP,,Normal,210539925,3232266881,1,5,1,10
2025-05-05 10:21:07,133.85.72.121,192.168.155.80,64116,TCP,P,Normal,2236958841,3232275280,0,2,1,10
2025-05-05 10:21:08,200.90.56.12,192.168.4.174,48763,TCP,R,DDoS,3361355788,3232236718,0,3,0,10
2025-05-05 10:21:09,77.117.218.211,192.168.174.132,24911,TCP,A,Normal,1299569363,3232280196,0,0,1,10
2025-05-05 10:21:10,192.168.225.29,192.168.36.62,16930,UDP,,Normal,3232293149,3232244798,1,5,1,10
2025-05-05 10:21:11,68.110.252.197,192.168.151.28,29941,TCP,R,Normal,1148124357,3232274204,0,3,1,10
2025-05-05 10:21:12,192.168.118.198,192.168.195.37,24600,TCP,F,DDoS,3232265926,3232285477,0,1,0,10
2025-05-05 10:21:13,220.89.9.47,192.168.78.59,62590,TCP,P,Normal,3696822575,3232255547,0,2,1,10
2025-05-05 10:21:14,88.141.6.70,192.168.196.167,64507,UDP,,Normal,1485637190,3232285863,1,5,1,10
2025-05-05 10:21:15,137.241.163.111,192.168.77.252,35983,UDP,,Normal,2314314607,3232255484,1,5,1,10
2025-05-05 10:21:16,183.1.218.74,192.168.230.62,47913,TCP,A,SYN Flood,3070351946,3232294462,0,0,3,10
2025-05-05 10:21:17,58.142.135.98,192.168.91.144,48771,TCP,R,Port Scan,982419298,3232258960,0,3,2,10
2025-05-05 10:21:18,192.168.160.165,192.168.212.52,55037,UDP,,DDoS,3232276645,3232289844,1,5,0,10
2025-05-05 10:21:19,243.44.29.217,192.168.89.85,57352,UDP,,SYN Flood,4079754713,3232258389,1,5,3,10
2025-05-05 10:21:20,83.124.21.194,192.168.136.165,33822,TCP,F,Port Scan,1400640962,3232270501,0,1,2,10
2025-05-05 10:21:21,192.168.153.169,192.168.118.117,41124,TCP,F,Normal,3232274857,3232265845,0,1,1,10
2025-05-05 10:21:22,235.187.173.148,192.168.68.63,10435,TCP,R,Normal,3954945428,3232252991,0,3,1,10
2025-05-05 10:21:23,192.168.219.186,192.168.215.183,63065,UDP,,Normal,3232291770,3232290743,1,5,1,10
2025-05-05 10:21:24,59.36.202.7,192.168.36.123,50753,TCP,S,Normal,992266759,3232244859,0,4,1,10
2025-05-05 10:21:25,192.168.220.215,192.168.155.199,21296,TCP,F,Normal,3232292055,3232275399,0,1,1,10
2025-05-05 10:21:26,192.168.93.56,192.168.213.44,51023,UDP,,Normal,3232259384,3232290092,1,5,1,10
2025-05-05 10:21:27,192.168.45.117,192.168.196.201,30184,TCP,S,SYN Flood,3232247157,3232285897,0,4,3,10
2025-05-05 10:21:28,24.62.79.22,192.168.93.62,45396,TCP,R,Normal,406736662,3232259390,0,3,1,10
2025-05-05 10:21:29,192.168.175.222,192.168.65.143,47424,UDP,,DDoS,3232280542,3232252303,1,5,0,10
2025-05-05 10:21:30,192.168.194.146,192.168.187.133,62874,UDP,,Port Scan,3232285330,3232283525,1,5,2,10
2025-05-05 10:21:31,192.168.51.25,192.168.77.47,4107,UDP,,Normal,3232248601,3232255279,1,5,1,10
2025-05-05 10:21:32,146.154.22.104,192.168.53.63,46417,TCP,S,SYN Flood,2459571816,3232249151,0,4,3,10
2025-05-05 10:21:33,192.168.78.102,192.168.117.186,4138,TCP,F,Normal,3232255590,3232265658,0,1,1,10
2025-05-05 10:21:34,20.200.202.88,192.168.221.223,48190,TCP,A,Normal,348703320,3232292319,0,0,1,10
2025-05-05 10:21:35,192.168.80.239,192.168.114.89,55218,UDP,,Normal,3232256239,3232264793,1,5,1,10
2025-05-05 10:21:36,192.168.208.43,192.168.6.15,24282,TCP,S,Normal,3232288811,3232237071,0,4,1,10
2025-05-05 10:21:37,192.168.196.22,192.168.155.50,18513,TCP,P,Port Scan,3232285718,3232275250,0,2,2,10
2025-05-05 10:21:38,192.168.54.185,192.168.152.140,32751,UDP,,Normal,3232249529,3232274572,1,5,1,10
2025-05-05 10:21:39,119.4.64.228,192.168.163.49,65057,TCP,F,SYN Flood,1996767460,3232277297,0,1,3,10
2025-05-05 10:21:40,19.95.227.167,192.168.93.23,63592,TCP,S,Port Scan,325051303,3232259351,0,4,2,10
2025-05-05 10:21:41,192.168.7.2,192.168.64.252,26819,TCP,F,Normal,3232237314,3232252156,0,1,1,10
2025-05-05 10:21:42,42.169.234.22,192.168.216.122,49074,TCP,S,Normal,715778582,3232290938,0,4,1,10
2025-05-05 10:21:43,192.168.228.127,192.168.30.148,26343,UDP,,Normal,3232294015,3232243348,1,5,1,10
2025-05-05 10:21:44,192.168.206.236,192.168.68.11,15901,TCP,A,Normal,3232288492,3232252939,0,0,1,10
2025-05-05 10:21:45,192.168.75.73,192.168.167.157,17424,TCP,S,Normal,3232254793,3232278429,0,4,1,10
2025-05-05 10:21:46,192.168.160.248,192.168.221.221,61295,TCP,F,SYN Flood,3232276728,3232292317,0,1,3,10
2025-05-05 10:21:47,192.168.106.55,192.168.157.232,4420,UDP,,Normal,3232262711,3232275944,1,5,1,10
2025-05-05 10:21:48,234.96.226.169,192.168.239.5,64475,UDP,,Normal,3932218025,3232296709,1,5,1,10
2025-05-05 10:21:49,192.165.159.180,192.168.67.88,61577,TCP,R,Normal,3232079796,3232252760,0,3,1,10
2025-05-05 10:21:50,242.127.110.193,192.168.119.78,60705,UDP,,DDoS,4068437697,3232266062,1,5,0,10
2025-05-05 10:21:51,190.155.210.242,192.168.173.151,57257,TCP,P,DDoS,3197883122,3232279959,0,2,0,10
2025-05-05 10:21:52,192.168.67.49,192.168.3.193,45677,UDP,,Normal,3232252721,3232236481,1,5,1,10
2025-05-05 10:21:53,79.214.11.158,192.168.6.169,9786,TCP,R,Normal,1339427742,3232237225,0,3,1,10
2025-05-05 10:21:54,185.228.191.232,192.168.228.104,42431,TCP,P,Port Scan,3118776296,3232293992,0,2,2,10
2025-05-05 10:21:55,192.168.79.168,192.168.13.241,53757,UDP,,Normal,3232255912,3232239089,1,5,1,10
2025-05-05 10:21:56,192.168.95.249,192.168.57.74,2687,TCP,A,Normal,3232260089,3232250186,0,0,1,10
2025-05-05 10:21:57,254.231.223.254,192.168.206.58,17027,UDP,,Normal,4276609022,3232288314,1,5,1,10
2025-05-05 10:21:58,239.27.71.245,192.168.35.110,54756,TCP,F,Port Scan,4011542517,3232244590,0,1,2,10
2025-05-05 10:21:59,192.168.191.156,192.168.10.68,63294,UDP,,DDoS,3232284572,3232238148,1,5,0,10
2025-05-05 10:22:00,192.168.230.91,192.168.204.25,50503,UDP,,Normal,3232294491,3232287769,1,5,1,10
2025-05-05 10:22:01,189.117.143.125,192.168.226.124,52203,TCP,A,Normal,3178598269,3232293500,0,0,1,10
2025-05-05 10:22:02,142.49.161.202,192.168.19.1,17800,TCP,A,Normal,2385617354,3232240385,0,0,1,10
2025-05-05 10:22:03,44.41.108.149,192.168.119.45,25446,TCP,A,Normal,740912277,3232266029,0,0,1,10
2025-05-05 10:22:04,239.183.128.56,192.168.171.115,39746,TCP,S,Normal,4021780536,3232279411,0,4,1,10
2025-05-05 10:22:05,180.81.154.87,192.168.67.63,51587,TCP,S,Normal,3025246807,3232252735,0,4,1,10
2025-05-05 10:22:06,21.193.23.140,192.168.177.233,48768,UDP,,Normal,364976012,3232281065,1,5,1,10
2025-05-05 10:22:07,197.36.2.86,192.168.199.107,38413,TCP,S,Normal,3307471446,3232286571,0,4,1,10
2025-05-05 10:22:08,67.7.212.175,192.168.71.231,44758,UDP,,SYN Flood,1124586671,3232253927,1,5,3,10
2025-05-05 10:22:09,162.60.104.40,192.168.226.101,13126,TCP,R,Normal,2721867816,3232293477,0,3,1,10
2025-05-05 10:22:10,192.168.151.199,192.168.132.158,61510,UDP,,DDoS,3232274375,3232269470,1,5,0,10
2025-05-05 10:22:11,192.168.213.145,192.168.200.49,12080,TCP,A,Normal,3232290193,3232286769,0,0,1,10
2025-05-05 10:22:12,192.168.255.128,192.168.161.111,9921,TCP,F,Normal,3232300928,3232276847,0,1,1,10
2025-05-05 10:22:13,47.99.11.142,192.168.65.83,474,UDP,,DDoS,795020174,3232252243,1,5,0,10
2025-05-05 10:22:14,192.168.213.25,192.168.147.227,61344,TCP,S,Normal,3232290073,3232273379,0,4,1,10
2025-05-05 10:22:15,192.168.117.42,192.168.78.13,63866,UDP,,SYN Flood,3232265514,3232255501,1,5,3,10
