timestamp,src_ip,dst_ip,dst_port,protocol,flag,tipo_ataque,tipo_ataque_clean,hour,minute,protocol_num,flag_num,src_ip_3oct,dst_ip_3oct
2025-05-05 11:02:21,192.168.38.156,192.168.70.234,62027,TCP,F,Port Scan,Port Scan,11.0,2.0,0.0,1,38,70
2025-05-05 11:02:22,192.168.17.123,192.168.171.217,798,TCP,P,Normal,Normal,11.0,2.0,0.0,4,17,171
2025-05-05 11:02:23,192.168.228.132,192.168.146.44,48461,UDP,NoFlag,Normal,Normal,11.0,2.0,1.0,3,228,146
2025-05-05 11:02:24,192.168.77.62,192.168.246.23,7995,TCP,P,Normal,Normal,11.0,2.0,0.0,4,77,246
2025-05-05 11:02:25,63.241.49.205,192.168.238.60,8786,UDP,NoFlag,SYN Flood,SYN Flood,11.0,2.0,1.0,3,49,238
2025-05-05 11:02:26,192.168.98.119,192.168.74.148,35275,TCP,F,SYN Flood,SYN Flood,11.0,2.0,0.0,1,98,74
2025-05-05 11:02:27,23.64.71.33,192.168.84.166,2132,TCP,R,Normal,Normal,11.0,2.0,0.0,5,71,84
2025-05-05 11:02:28,192.168.136.73,192.168.111.167,5760,UDP,NoFlag,Normal,Normal,11.0,2.0,1.0,3,136,111
2025-05-05 11:02:29,195.31.179.113,192.168.88.175,35930,TCP,P,Normal,Normal,11.0,2.0,0.0,4,179,88
2025-05-05 11:02:30,83.211.140.220,192.168.69.7,9303,TCP,A,Normal,Normal,11.0,2.0,0.0,0,140,69
2025-05-05 11:02:31,193.98.70.209,192.168.166.211,16573,TCP,F,Normal,Normal,11.0,2.0,0.0,1,70,166
2025-05-05 11:02:32,13.247.118.198,192.168.241.180,9154,TCP,R,Normal,Normal,11.0,2.0,0.0,5,118,241
2025-05-05 11:02:33,192.168.33.199,192.168.32.112,50857,TCP,F,DDoS,DDoS,11.0,2.0,0.0,1,33,32
2025-05-05 11:02:34,192.168.17.232,192.168.6.105,10342,UDP,NoFlag,Port Scan,Port Scan,11.0,2.0,1.0,3,17,6
2025-05-05 11:02:35,192.168.150.197,192.168.79.107,27778,UDP,NoFlag,Normal,Normal,11.0,2.0,1.0,3,150,79
2025-05-05 11:02:36,27.211.43.138,192.168.149.25,24486,UDP,NoFlag,Normal,Normal,11.0,2.0,1.0,3,43,149
2025-05-05 11:02:37,192.168.48.128,192.168.148.137,772,TCP,F,Normal,Normal,11.0,2.0,0.0,1,48,148
2025-05-05 11:02:38,246.81.144.103,192.168.129.5,18332,TCP,F,DDoS,DDoS,11.0,2.0,0.0,1,144,129
2025-05-05 11:02:39,142.106.112.242,192.168.246.65,30777,UDP,NoFlag,DDoS,DDoS,11.0,2.0,1.0,3,112,246
2025-05-05 11:02:40,192.168.151.120,192.168.194.173,20753,UDP,NoFlag,Normal,Normal,11.0,2.0,1.0,3,151,194
2025-05-05 11:02:41,192.168.193.185,192.168.90.190,419,UDP,NoFlag,Normal,Normal,11.0,2.0,1.0,3,193,90
2025-05-05 11:02:42,108.194.82.57,192.168.175.139,57906,TCP,S,DDoS,DDoS,11.0,2.0,0.0,6,82,175
2025-05-05 11:02:43,192.168.11.8,192.168.175.216,38016,TCP,S,Port Scan,Port Scan,11.0,2.0,0.0,6,11,175
2025-05-05 11:02:44,111.47.64.194,192.168.9.144,46070,TCP,S,DDoS,DDoS,11.0,2.0,0.0,6,64,9
2025-05-05 11:02:45,97.157.68.168,192.168.134.250,56156,TCP,P,DDoS,DDoS,11.0,2.0,0.0,4,68,134
2025-05-05 11:02:46,106.14.176.59,192.168.69.56,53678,UDP,NoFlag,DDoS,DDoS,11.0,2.0,1.0,3,176,69
2025-05-05 11:02:47,192.168.116.81,192.168.135.250,50201,TCP,A,Normal,Normal,11.0,2.0,0.0,0,116,135
2025-05-05 11:02:48,192.168.31.8,192.168.168.16,35721,TCP,F,SYN Flood,SYN Flood,11.0,2.0,0.0,1,31,168
2025-05-05 11:02:49,66.196.192.150,192.168.128.192,1805,TCP,P,SYN Flood,SYN Flood,11.0,2.0,0.0,4,192,128
2025-05-05 11:02:50,122.63.114.3,192.168.112.65,50086,TCP,F,Normal,Normal,11.0,2.0,0.0,1,114,112
2025-05-05 11:02:51,76.239.16.246,192.168.6.85,18551,UDP,NoFlag,Port Scan,Port Scan,11.0,2.0,1.0,3,16,6
2025-05-05 11:02:52,192.168.56.6,192.168.199.135,53207,TCP,S,DDoS,DDoS,11.0,2.0,0.0,6,56,199
2025-05-05 11:02:53,192.168.84.16,192.168.186.220,16043,UDP,NoFlag,Normal,Normal,11.0,2.0,1.0,3,84,186
2025-05-05 11:02:54,192.168.237.165,192.168.123.76,22678,TCP,R,Normal,Normal,11.0,2.0,0.0,5,237,123
2025-05-05 11:02:55,10.141.159.76,192.168.35.221,27874,TCP,R,DDoS,DDoS,11.0,2.0,0.0,5,159,35
2025-05-05 11:02:56,192.168.13.109,192.168.197.127,26365,TCP,F,Normal,Normal,11.0,2.0,0.0,1,13,197
2025-05-05 11:02:57,135.167.167.164,192.168.47.206,19824,UDP,NoFlag,SYN Flood,SYN Flood,11.0,2.0,1.0,3,167,47
2025-05-05 11:02:58,49.153.152.50,192.168.156.142,18070,UDP,NoFlag,Normal,Normal,11.0,2.0,1.0,3,152,156
2025-05-05 11:02:59,8.54.77.134,192.168.81.10,21030,UDP,NoFlag,Normal,Normal,11.0,2.0,1.0,3,77,81
2025-05-05 11:03:00,224.24.237.73,192.168.32.179,59976,UDP,NoFlag,DDoS,DDoS,11.0,3.0,1.0,3,237,32
2025-05-05 11:03:01,192.168.4.192,192.168.51.92,32078,UDP,NoFlag,Normal,Normal,11.0,3.0,1.0,3,4,51
2025-05-05 11:03:02,252.106.45.213,192.168.65.180,34121,TCP,F,SYN Flood,SYN Flood,11.0,3.0,0.0,1,45,65
2025-05-05 11:03:03,182.153.70.158,192.168.21.165,31789,TCP,R,Normal,Normal,11.0,3.0,0.0,5,70,21
2025-05-05 11:03:04,192.168.217.35,192.168.4.41,62250,UDP,NoFlag,Port Scan,Port Scan,11.0,3.0,1.0,3,217,4
2025-05-05 11:03:05,150.1.194.208,192.168.119.184,25605,TCP,R,DDoS,DDoS,11.0,3.0,0.0,5,194,119
2025-05-05 11:03:06,194.176.57.33,192.168.148.142,64407,UDP,NoFlag,DDoS,DDoS,11.0,3.0,1.0,3,57,148
2025-05-05 11:03:07,192.168.50.240,192.168.18.87,59990,TCP,S,DDoS,DDoS,11.0,3.0,0.0,6,50,18
2025-05-05 11:03:08,192.168.54.251,192.168.109.101,60429,UDP,NoFlag,DDoS,DDoS,11.0,3.0,1.0,3,54,109
2025-05-05 11:03:09,192.168.80.122,192.168.129.111,17387,TCP,A,Normal,Normal,11.0,3.0,0.0,0,80,129
2025-05-05 11:03:10,118.196.184.213,192.168.157.35,34418,TCP,S,Port Scan,Port Scan,11.0,3.0,0.0,6,184,157
2025-05-05 11:03:11,192.168.134.49,192.168.167.135,17124,TCP,F,Normal,Normal,11.0,3.0,0.0,1,134,167
2025-05-05 11:03:12,120.94.103.84,192.168.113.188,8158,TCP,P,Normal,Normal,11.0,3.0,0.0,4,103,113
2025-05-05 11:03:13,102.70.13.176,192.168.147.9,35939,TCP,F,Normal,Normal,11.0,3.0,0.0,1,13,147
2025-05-05 11:03:14,203.27.24.216,192.168.51.197,33543,UDP,NoFlag,Normal,Normal,11.0,3.0,1.0,3,24,51
2025-05-05 11:03:15,21.148.250.164,192.168.205.112,41409,TCP,A,Normal,Normal,11.0,3.0,0.0,0,250,205
2025-05-05 11:03:16,192.168.228.223,192.168.162.226,11043,UDP,NoFlag,Normal,Normal,11.0,3.0,1.0,3,228,162
2025-05-05 11:03:17,221.59.140.17,192.168.160.31,58272,TCP,S,Port Scan,Port Scan,11.0,3.0,0.0,6,140,160
2025-05-05 11:03:18,45.197.96.253,192.168.6.224,47524,TCP,R,SYN Flood,SYN Flood,11.0,3.0,0.0,5,96,6
2025-05-05 11:03:19,195.106.206.89,192.168.194.131,33169,TCP,A,Normal,Normal,11.0,3.0,0.0,0,206,194
2025-05-05 11:03:20,142.75.168.154,192.168.106.20,8671,UDP,NoFlag,DDoS,DDoS,11.0,3.0,1.0,3,168,106
2025-05-05 11:03:21,10.39.142.159,192.168.229.99,32690,UDP,NoFlag,DDoS,DDoS,11.0,3.0,1.0,3,142,229
2025-05-05 11:03:22,192.168.66.138,192.168.232.223,14407,TCP,A,Normal,Normal,11.0,3.0,0.0,0,66,232
2025-05-05 11:03:23,211.212.59.196,192.168.228.214,47483,TCP,A,Normal,Normal,11.0,3.0,0.0,0,59,228
2025-05-05 11:03:24,226.87.22.49,192.168.60.246,41749,TCP,R,Normal,Normal,11.0,3.0,0.0,5,22,60
2025-05-05 11:03:25,192.168.60.60,192.168.15.50,9105,UDP,NoFlag,Normal,Normal,11.0,3.0,1.0,3,60,15
2025-05-05 11:03:26,103.67.15.254,192.168.143.246,31404,TCP,F,Normal,Normal,11.0,3.0,0.0,1,15,143
2025-05-05 11:03:27,213.224.214.25,192.168.201.141,41254,TCP,S,Normal,Normal,11.0,3.0,0.0,6,214,201
2025-05-05 11:03:28,192.168.14.15,192.168.17.91,65528,TCP,F,Normal,Normal,11.0,3.0,0.0,1,14,17
2025-05-05 11:03:29,192.168.159.242,192.168.244.151,3042,TCP,F,Normal,Normal,11.0,3.0,0.0,1,159,244
2025-05-05 11:03:30,163.22.171.226,192.168.112.91,11975,TCP,P,Port Scan,Port Scan,11.0,3.0,0.0,4,171,112
2025-05-05 11:03:31,192.168.24.107,192.168.106.232,3121,TCP,R,DDoS,DDoS,11.0,3.0,0.0,5,24,106
2025-05-05 11:03:32,187.76.194.69,192.168.60.209,55798,UDP,NoFlag,SYN Flood,SYN Flood,11.0,3.0,1.0,3,194,60
2025-05-05 11:03:33,54.37.201.129,192.168.133.23,60763,UDP,NoFlag,Normal,Normal,11.0,3.0,1.0,3,201,133
2025-05-05 11:03:34,7.143.218.174,192.168.74.173,59132,UDP,NoFlag,DDoS,DDoS,11.0,3.0,1.0,3,218,74
2025-05-05 11:03:35,238.219.152.204,192.168.39.254,62408,UDP,NoFlag,Normal,Normal,11.0,3.0,1.0,3,152,39
2025-05-05 11:03:36,254.225.92.31,192.168.219.203,50588,UDP,NoFlag,Normal,Normal,11.0,3.0,1.0,3,92,219
2025-05-05 11:03:37,59.250.202.252,192.168.137.222,22276,TCP,F,Normal,Normal,11.0,3.0,0.0,1,202,137
2025-05-05 11:03:38,192.168.21.199,192.168.208.158,26857,UDP,NoFlag,SYN Flood,SYN Flood,11.0,3.0,1.0,3,21,208
2025-05-05 11:03:39,205.191.76.208,192.168.41.214,33794,UDP,NoFlag,Normal,Normal,11.0,3.0,1.0,3,76,41
2025-05-05 11:03:40,192.168.223.80,192.168.179.88,47897,TCP,F,Normal,Normal,11.0,3.0,0.0,1,223,179
2025-05-05 11:03:41,192.168.129.219,192.168.211.171,41627,UDP,NoFlag,Port Scan,Port Scan,11.0,3.0,1.0,3,129,211
2025-05-05 11:03:42,93.115.98.85,192.168.0.178,55425,TCP,F,Normal,Normal,11.0,3.0,0.0,1,98,0
2025-05-05 11:03:43,191.146.146.223,192.168.4.37,35813,TCP,R,DDoS,DDoS,11.0,3.0,0.0,5,146,4
2025-05-05 11:03:44,75.6.76.181,192.168.180.195,61650,TCP,A,Normal,Normal,11.0,3.0,0.0,0,76,180
2025-05-05 11:03:45,192.168.150.117,192.168.208.136,24045,UDP,NoFlag,Normal,Normal,11.0,3.0,1.0,3,150,208
2025-05-05 11:03:46,250.148.28.154,192.168.15.55,22185,TCP,F,DDoS,DDoS,11.0,3.0,0.0,1,28,15
2025-05-05 11:03:47,236.44.74.163,192.168.149.90,35911,UDP,NoFlag,DDoS,DDoS,11.0,3.0,1.0,3,74,149
2025-05-05 11:03:48,192.168.158.115,192.168.103.199,25865,UDP,NoFlag,Normal,Normal,11.0,3.0,1.0,3,158,103
2025-05-05 11:03:49,192.168.154.222,192.168.231.4,61851,UDP,NoFlag,Normal,Normal,11.0,3.0,1.0,3,154,231
2025-05-05 11:03:50,68.43.38.119,192.168.37.51,65210,UDP,NoFlag,Normal,Normal,11.0,3.0,1.0,3,38,37
2025-05-05 11:03:51,205.55.35.231,192.168.203.213,13498,UDP,NoFlag,DDoS,DDoS,11.0,3.0,1.0,3,35,203
2025-05-05 11:03:52,192.168.9.146,192.168.243.209,41051,TCP,A,Normal,Normal,11.0,3.0,0.0,0,9,243
2025-05-05 11:03:53,187.247.42.35,192.168.70.80,17180,UDP,NoFlag,SYN Flood,SYN Flood,11.0,3.0,1.0,3,42,70
2025-05-05 11:03:54,192.247.149.246,192.168.40.26,41295,TCP,S,Normal,Normal,11.0,3.0,0.0,6,149,40
2025-05-05 11:03:55,192.168.239.167,192.168.141.17,4076,UDP,NoFlag,DDoS,DDoS,11.0,3.0,1.0,3,239,141
2025-05-05 11:03:56,20.180.226.194,192.168.108.247,32170,TCP,P,Normal,Normal,11.0,3.0,0.0,4,226,108
2025-05-05 11:03:57,122.173.206.178,192.168.190.16,42889,UDP,NoFlag,Port Scan,Port Scan,11.0,3.0,1.0,3,206,190
2025-05-05 11:03:58,192.168.28.15,192.168.29.112,42532,TCP,P,SYN Flood,SYN Flood,11.0,3.0,0.0,4,28,29
2025-05-05 11:03:59,15.122.77.82,192.168.226.53,29832,UDP,NoFlag,Normal,Normal,11.0,3.0,1.0,3,77,226
2025-05-05 11:04:00,192.168.32.175,192.168.82.95,35908,UDP,NoFlag,DDoS,DDoS,11.0,4.0,1.0,3,32,82
2025-05-05 11:04:01,192.168.224.53,192.168.34.177,63574,UDP,NoFlag,SYN Flood,SYN Flood,11.0,4.0,1.0,3,224,34
2025-05-05 11:04:02,192.111.78.153,192.168.87.182,34416,TCP,A,Normal,Normal,11.0,4.0,0.0,0,78,87
2025-05-05 11:04:03,119.118.27.225,192.168.100.105,10989,TCP,S,Normal,Normal,11.0,4.0,0.0,6,27,100
2025-05-05 11:04:04,33.143.162.30,192.168.12.173,55935,UDP,NoFlag,SYN Flood,SYN Flood,11.0,4.0,1.0,3,162,12
2025-05-05 11:04:05,192.168.229.55,192.168.116.189,37487,UDP,NoFlag,DDoS,DDoS,11.0,4.0,1.0,3,229,116
2025-05-05 11:04:06,192.168.240.26,192.168.68.128,49484,TCP,S,DDoS,DDoS,11.0,4.0,0.0,6,240,68
2025-05-05 11:04:07,2.133.128.232,192.168.246.232,39293,TCP,F,Normal,Normal,11.0,4.0,0.0,1,128,246
2025-05-05 11:04:08,80.145.172.7,192.168.213.149,8606,UDP,NoFlag,SYN Flood,SYN Flood,11.0,4.0,1.0,3,172,213
2025-05-05 11:04:09,86.227.183.161,192.168.65.164,6501,UDP,NoFlag,SYN Flood,SYN Flood,11.0,4.0,1.0,3,183,65
2025-05-05 11:04:10,53.231.175.239,192.168.194.247,2855,TCP,S,SYN Flood,SYN Flood,11.0,4.0,0.0,6,175,194
2025-05-05 11:04:11,154.53.76.58,192.168.56.52,21724,TCP,P,Normal,Normal,11.0,4.0,0.0,4,76,56
2025-05-05 11:04:12,192.168.6.47,192.168.215.216,27893,TCP,F,Normal,Normal,11.0,4.0,0.0,1,6,215
2025-05-05 11:04:13,192.168.86.54,192.168.242.9,8047,UDP,NoFlag,Port Scan,Port Scan,11.0,4.0,1.0,3,86,242
2025-05-05 11:04:14,55.1.77.102,192.168.56.168,50194,TCP,A,Normal,Normal,11.0,4.0,0.0,0,77,56
2025-05-05 11:04:15,192.168.216.233,192.168.123.104,18493,UDP,NoFlag,SYN Flood,SYN Flood,11.0,4.0,1.0,3,216,123
2025-05-05 11:04:16,192.168.52.77,192.168.66.211,13832,TCP,F,Normal,Normal,11.0,4.0,0.0,1,52,66
2025-05-05 11:04:17,105.65.63.148,192.168.128.38,31418,TCP,A,Normal,Normal,11.0,4.0,0.0,0,63,128
2025-05-05 11:04:18,177.90.223.188,192.168.183.90,16186,UDP,NoFlag,DDoS,DDoS,11.0,4.0,1.0,3,223,183
2025-05-05 11:04:19,192.168.188.151,192.168.30.116,25769,UDP,NoFlag,Normal,Normal,11.0,4.0,1.0,3,188,30
2025-05-05 11:04:20,161.33.68.89,192.168.112.13,15813,TCP,S,Normal,Normal,11.0,4.0,0.0,6,68,112
2025-05-05 11:04:21,192.168.140.2,192.168.4.4,24715,UDP,NoFlag,Normal,Normal,11.0,4.0,1.0,3,140,4
2025-05-05 11:04:22,192.168.3.206,192.168.73.234,23782,TCP,R,Normal,Normal,11.0,4.0,0.0,5,3,73
2025-05-05 11:04:23,192.168.22.232,192.168.228.173,52627,UDP,NoFlag,Normal,Normal,11.0,4.0,1.0,3,22,228
2025-05-05 11:04:24,181.31.69.169,192.168.46.33,30836,UDP,NoFlag,SYN Flood,SYN Flood,11.0,4.0,1.0,3,69,46
2025-05-05 11:04:25,134.198.24.41,192.168.167.178,48246,TCP,A,Normal,Normal,11.0,4.0,0.0,0,24,167
2025-05-05 11:04:26,192.168.228.247,192.168.155.62,60712,UDP,NoFlag,Port Scan,Port Scan,11.0,4.0,1.0,3,228,155
2025-05-05 11:04:27,158.99.8.103,192.168.21.84,57985,UDP,NoFlag,Normal,Normal,11.0,4.0,1.0,3,8,21
2025-05-05 11:04:28,192.168.136.253,192.168.44.49,55576,UDP,NoFlag,Normal,Normal,11.0,4.0,1.0,3,136,44
2025-05-05 11:04:29,5.50.73.36,192.168.39.102,31629,UDP,NoFlag,Normal,Normal,11.0,4.0,1.0,3,73,39
2025-05-05 11:04:30,192.168.36.137,192.168.145.85,45192,UDP,NoFlag,Normal,Normal,11.0,4.0,1.0,3,36,145
2025-05-05 11:04:31,233.138.185.53,192.168.107.12,28209,TCP,S,DDoS,DDoS,11.0,4.0,0.0,6,185,107
2025-05-05 11:04:32,122.29.28.167,192.168.246.109,23027,UDP,NoFlag,Port Scan,Port Scan,11.0,4.0,1.0,3,28,246
2025-05-05 11:04:33,192.168.42.126,192.168.80.164,55843,UDP,NoFlag,DDoS,DDoS,11.0,4.0,1.0,3,42,80
2025-05-05 11:04:34,192.168.176.62,192.168.177.118,26146,UDP,NoFlag,Normal,Normal,11.0,4.0,1.0,3,176,177
2025-05-05 11:04:35,192.168.189.229,192.168.116.164,37161,TCP,A,Normal,Normal,11.0,4.0,0.0,0,189,116
2025-05-05 11:04:36,192.168.84.15,192.168.19.241,13595,TCP,F,Normal,Normal,11.0,4.0,0.0,1,84,19
2025-05-05 11:04:37,192.168.85.233,192.168.122.94,56447,TCP,A,Normal,Normal,11.0,4.0,0.0,0,85,122
2025-05-05 11:04:38,192.168.236.19,192.168.219.40,39777,UDP,NoFlag,Normal,Normal,11.0,4.0,1.0,3,236,219
2025-05-05 11:04:39,192.168.167.171,192.168.93.21,17200,TCP,P,Normal,Normal,11.0,4.0,0.0,4,167,93
2025-05-05 11:04:40,192.168.92.149,192.168.130.6,18501,TCP,A,Normal,Normal,11.0,4.0,0.0,0,92,130
2025-05-05 11:04:41,192.168.182.229,192.168.216.9,1176,TCP,F,DDoS,DDoS,11.0,4.0,0.0,1,182,216
2025-05-05 11:04:42,192.168.113.44,192.168.225.96,10009,UDP,NoFlag,Normal,Normal,11.0,4.0,1.0,3,113,225
2025-05-05 11:04:43,16.250.36.59,192.168.160.90,50771,UDP,NoFlag,DDoS,DDoS,11.0,4.0,1.0,3,36,160
2025-05-05 11:04:44,3.248.23.102,192.168.214.181,29994,UDP,NoFlag,DDoS,DDoS,11.0,4.0,1.0,3,23,214
2025-05-05 11:04:45,77.39.3.105,192.168.236.50,11986,TCP,A,Port Scan,Port Scan,11.0,4.0,0.0,0,3,236
2025-05-05 11:04:46,147.224.117.76,192.168.187.178,58735,TCP,P,Normal,Normal,11.0,4.0,0.0,4,117,187
2025-05-05 11:04:47,170.206.57.89,192.168.94.25,51919,TCP,A,SYN Flood,SYN Flood,11.0,4.0,0.0,0,57,94
2025-05-05 11:04:48,157.114.202.194,192.168.12.230,39238,TCP,A,SYN Flood,SYN Flood,11.0,4.0,0.0,0,202,12
2025-05-05 11:04:49,192.168.74.42,192.168.30.121,29886,UDP,NoFlag,Normal,Normal,11.0,4.0,1.0,3,74,30
2025-05-05 11:04:50,254.204.76.55,192.168.133.134,11664,UDP,NoFlag,Normal,Normal,11.0,4.0,1.0,3,76,133
2025-05-05 11:04:51,192.168.62.73,192.168.251.76,8879,TCP,F,Normal,Normal,11.0,4.0,0.0,1,62,251
2025-05-05 11:04:52,201.64.200.6,192.168.198.93,6078,UDP,NoFlag,Normal,Normal,11.0,4.0,1.0,3,200,198
2025-05-05 11:04:53,58.205.253.197,192.168.250.31,22912,UDP,NoFlag,Port Scan,Port Scan,11.0,4.0,1.0,3,253,250
2025-05-05 11:04:54,17.46.249.15,192.168.11.156,20957,TCP,A,Normal,Normal,11.0,4.0,0.0,0,249,11
2025-05-05 11:04:55,192.168.198.173,192.168.80.20,40295,TCP,S,Normal,Normal,11.0,4.0,0.0,6,198,80
2025-05-05 11:04:56,192.168.21.105,192.168.134.92,54408,UDP,NoFlag,Normal,Normal,11.0,4.0,1.0,3,21,134
2025-05-05 11:04:57,189.165.57.39,192.168.247.38,9169,TCP,F,Normal,Normal,11.0,4.0,0.0,1,57,247
2025-05-05 11:04:58,192.168.1.156,192.168.209.42,9448,UDP,NoFlag,Normal,Normal,11.0,4.0,1.0,3,1,209
2025-05-05 11:04:59,192.168.2.151,192.168.28.60,8189,TCP,S,Normal,Normal,11.0,4.0,0.0,6,2,28
2025-05-05 11:05:00,192.168.191.163,192.168.179.223,31777,TCP,F,SYN Flood,SYN Flood,11.0,5.0,0.0,1,191,179
2025-05-05 11:05:01,65.160.191.135,192.168.151.77,11881,TCP,S,Normal,Normal,11.0,5.0,0.0,6,191,151
2025-05-05 11:05:02,65.174.157.224,192.168.80.70,46576,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,157,80
2025-05-05 11:05:03,192.168.201.103,192.168.236.224,23828,UDP,NoFlag,SYN Flood,SYN Flood,11.0,5.0,1.0,3,201,236
2025-05-05 11:05:04,28.129.209.238,192.168.62.112,33205,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,209,62
2025-05-05 11:05:05,192.168.197.123,192.168.20.76,24439,UDP,NoFlag,Port Scan,Port Scan,11.0,5.0,1.0,3,197,20
2025-05-05 11:05:06,192.168.49.85,192.168.52.241,60027,TCP,A,SYN Flood,SYN Flood,11.0,5.0,0.0,0,49,52
2025-05-05 11:05:07,148.236.250.219,192.168.125.121,56572,TCP,P,SYN Flood,SYN Flood,11.0,5.0,0.0,4,250,125
2025-05-05 11:05:08,223.1.153.241,192.168.140.8,50298,TCP,R,Normal,Normal,11.0,5.0,0.0,5,153,140
2025-05-05 11:05:09,192.168.37.119,192.168.191.27,45149,TCP,R,Normal,Normal,11.0,5.0,0.0,5,37,191
2025-05-05 11:05:10,192.168.206.239,192.168.124.57,39576,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,206,124
2025-05-05 11:05:11,250.230.59.61,192.168.135.187,31161,TCP,S,Normal,Normal,11.0,5.0,0.0,6,59,135
2025-05-05 11:05:12,192.168.103.206,192.168.5.242,23133,UDP,NoFlag,SYN Flood,SYN Flood,11.0,5.0,1.0,3,103,5
2025-05-05 11:05:13,192.168.41.164,192.168.84.131,57486,TCP,S,Normal,Normal,11.0,5.0,0.0,6,41,84
2025-05-05 11:05:14,106.38.210.181,192.168.136.118,64134,TCP,F,Normal,Normal,11.0,5.0,0.0,1,210,136
2025-05-05 11:05:15,192.168.4.2,192.168.227.28,48327,TCP,F,Normal,Normal,11.0,5.0,0.0,1,4,227
2025-05-05 11:05:16,122.105.159.218,192.168.176.249,11692,TCP,P,Port Scan,Port Scan,11.0,5.0,0.0,4,159,176
2025-05-05 11:05:17,192.168.4.23,192.168.165.192,50668,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,4,165
2025-05-05 11:05:18,192.168.83.200,192.168.188.224,24040,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,83,188
2025-05-05 11:05:19,121.198.179.53,192.168.152.199,49803,TCP,R,Normal,Normal,11.0,5.0,0.0,5,179,152
2025-05-05 11:05:20,227.27.80.146,192.168.193.167,24714,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,80,193
2025-05-05 11:05:21,192.168.231.169,192.168.220.251,12695,TCP,S,Normal,Normal,11.0,5.0,0.0,6,231,220
2025-05-05 11:05:22,155.244.112.227,192.168.94.178,26009,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,112,94
2025-05-05 11:05:23,192.168.154.40,192.168.190.82,19098,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,154,190
2025-05-05 11:05:24,192.168.195.220,192.168.204.166,37613,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,195,204
2025-05-05 11:05:25,192.168.204.58,192.168.254.199,38517,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,204,254
2025-05-05 11:05:26,192.168.246.34,192.168.25.247,40150,TCP,F,Normal,Normal,11.0,5.0,0.0,1,246,25
2025-05-05 11:05:27,32.44.115.234,192.168.110.47,7030,UDP,NoFlag,DDoS,DDoS,11.0,5.0,1.0,3,115,110
2025-05-05 11:05:28,192.168.18.243,192.168.226.136,52598,TCP,P,Normal,Normal,11.0,5.0,0.0,4,18,226
2025-05-05 11:05:29,12.39.106.212,192.168.45.39,45543,UDP,NoFlag,SYN Flood,SYN Flood,11.0,5.0,1.0,3,106,45
2025-05-05 11:05:30,192.168.124.109,192.168.181.113,25285,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,124,181
2025-05-05 11:05:31,192.168.14.58,192.168.114.227,3245,TCP,S,SYN Flood,SYN Flood,11.0,5.0,0.0,6,14,114
2025-05-05 11:05:32,192.168.237.161,192.168.201.53,36333,TCP,S,Port Scan,Port Scan,11.0,5.0,0.0,6,237,201
2025-05-05 11:05:33,192.168.241.148,192.168.254.90,33087,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,241,254
2025-05-05 11:05:34,192.168.113.46,192.168.164.211,17873,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,113,164
2025-05-05 11:05:35,192.168.175.169,192.168.37.233,11836,UDP,NoFlag,SYN Flood,SYN Flood,11.0,5.0,1.0,3,175,37
2025-05-05 11:05:36,255.232.28.69,192.168.74.61,21772,UDP,NoFlag,SYN Flood,SYN Flood,11.0,5.0,1.0,3,28,74
2025-05-05 11:05:37,192.168.169.159,192.168.216.180,31415,TCP,F,Normal,Normal,11.0,5.0,0.0,1,169,216
2025-05-05 11:05:38,3.213.133.127,192.168.75.218,59072,UDP,NoFlag,DDoS,DDoS,11.0,5.0,1.0,3,133,75
2025-05-05 11:05:39,196.11.203.39,192.168.18.153,4079,UDP,NoFlag,SYN Flood,SYN Flood,11.0,5.0,1.0,3,203,18
2025-05-05 11:05:40,18.124.177.109,192.168.32.240,32632,UDP,NoFlag,DDoS,DDoS,11.0,5.0,1.0,3,177,32
2025-05-05 11:05:41,74.153.59.198,192.168.206.176,4645,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,59,206
2025-05-05 11:05:42,70.61.3.173,192.168.174.197,64119,TCP,S,Normal,Normal,11.0,5.0,0.0,6,3,174
2025-05-05 11:05:43,248.119.138.219,192.168.32.143,59351,TCP,F,Normal,Normal,11.0,5.0,0.0,1,138,32
2025-05-05 11:05:44,242.245.111.165,192.168.190.1,35804,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,111,190
2025-05-05 11:05:45,108.232.67.173,192.168.198.45,37208,UDP,NoFlag,Normal,Normal,11.0,5.0,1.0,3,67,198
2025-05-05 11:05:46,192.168.218.60,192.168.109.103,3027,UDP,NoFlag,DDoS,DDoS,11.0,5.0,1.0,3,218,109
